"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"COX18",288.421500004379,0.200685973186369,0.059126618914747,0,1,1
"COX19",432.880070796799,-0.193319344252759,0.0665235868382718,0,1,1
"COX20",500.440854551917,0.0456687032552542,0.0674693864472471,0,1,1
"COX4I1",8570.35758013446,-0.673514266486644,0.141236574979209,-1.22853635124037,0.219245692090069,1
"COX5A",981.002400529153,-0.1486259772493,0.114458373560045,0,1,1
"COX5B",1315.32042323759,-0.335763599823222,0.14250243020753,0,1,1
"COX6A1",2181.74869090257,-0.275889379783663,0.10708996006755,0,1,1
"COX6B1",5575.70194436388,-0.57088305216363,0.147695878897353,-0.479925727737423,0.631280206384431,1
"COX6B2",39.0114851523574,-0.29495440885135,0.179178877863005,0,1,1
"COX6C",1480.21633989115,-0.251996106571994,0.123033546580877,0,1,1
"COX7A2",2585.94077450074,-0.14906835266336,0.125107458527056,0,1,1
"COX7A2L",2349.37692404247,-0.0749536133183738,0.105030691923695,0,1,1
"COX7B",2811.71087270725,-0.218877978126475,0.135244810686126,0,1,1
"COX7C",3257.3149964223,-0.365856106636276,0.131306362631922,0,1,1
"COX8A",1139.64182019067,-0.362116152917492,0.142825690567213,0,1,1
"CP",0.569732415069621,0.804955053910042,0.576842520483475,0.528662577880783,0.597039541392332,1
"CPA2",0.133506366801567,0.300892571944391,1.47123578418939,0,1,1
"CPA3",76.6030886387296,-0.314896649422805,0.331939157244681,0,1,1
"CPA4",3.0123947482908,-0.250720592677661,0.269330059052481,0,1,1
"CPA6",0.998639149397563,-0.122801795546389,0.421776188369378,0,1,1
"CPAMD8",30.2943506920166,-0.101299393079335,0.262769988714315,0,1,1
"CPB2",0.43833306055306,-0.17949597750353,0.62280562785938,0,1,1
"CPD",7777.74453021012,0.219448433048031,0.216726960556047,0,1,1
"CPE",15.5727710306111,0.171420111475169,0.345194958197638,0,1,1
"CPEB1",1.82146933010494,-0.580361438162119,0.350814813525587,-0.229070823305636,0.818813870182754,1
"CPEB2",849.276335843747,0.614664140331618,0.186249387096783,0.615648416990677,0.538126588798198,1
"CPEB3",207.340160822877,0.59051324584929,0.180472270129696,0.501535475695204,0.61599431729532,1
"CPEB4",2581.58661379287,0.622433674439425,0.229081832960833,0.534453879895215,0.593027550064002,1
"CPED1",96.1132569680039,0.722778077618189,0.209041119925882,1.06571414129993,0.286552883133215,1
"CPHXL",0.177945119182033,0.556196367862401,1.0310685275046,0.0545030387053014,0.956534387653487,1
"CPLANE1",54.8790310122006,0.61053069590792,0.188854985993891,0.585267555030267,0.558367827197604,1
"CPLANE2",17.4411077484577,-0.4614684638323,0.177879294997123,0,1,1
"CPLX1",0.391738511754919,-1.37087144889419,0.580823073130102,-1.49937474797788,0.133776440778516,1
"CPLX2",2.58005761889372,-0.536465384906202,0.39901379338844,-0.0913887828201052,0.927183674463822,1
"CPLX3",9.43353331716991,-0.0414655459724881,0.241304858657582,0,1,1
"CPLX4",0.158346854996874,0.556082507527806,1.16267227588726,0.0482358689468263,0.961528264160477,1
"CPM",256.855508734027,0.217120834704076,0.193075149902862,0,1,1
"CPN2",1.05149213567936,0.657487943236205,0.44069200822191,0.357365099203028,0.720818500824118,1
"CPNE1",3111.85650117952,-0.322400827594327,0.101137318105132,0,1,1
"CPNE2",913.790445934388,0.223374695244378,0.140288291143304,0,1,1
"CPNE3",2223.24478753926,0.59733292698779,0.160993894769656,0.604575267447566,0.545461244181393,1
"CPNE4",5.44314315682193,0.447728927867187,0.302620321279545,0,1,1
"CPNE5",652.55168358752,-0.509482771255253,0.229438956245775,-0.0413302579928718,0.967032611282443,1
"CPNE6",0.500137677728015,1.03586030767668,0.873688699670539,0.613330935696833,0.539657542190615,1
"CPNE7",4.09979648860343,-0.797664590319215,0.428029309416252,-0.695430391729881,0.486785619865584,1
"CPNE8",215.3013017864,0.379268943261362,0.172781330179361,0,1,1
"CPNE9",5.79225942061839,-0.202206104520445,0.219147584979505,0,1,1
"CPO",0.527761530421748,0.358889244842367,0.675959351294099,0,1,1
"CPOX",258.348939779298,0.270718081161581,0.120193425759174,0,1,1
"CPPED1",10419.8336034648,-0.0438386192131093,0.137660099574016,0,1,1
"CPQ",2181.12218932984,0.161785384624488,0.152430726967479,0,1,1
"CPS1",0.977508950335359,-0.126799497450266,0.45616852701621,0,1,1
"CPSF1",537.365434796975,-0.498479429463496,0.175813783230012,0,1,1
"CPSF2",1437.82713027483,0.35672519908361,0.0962005406393024,0,1,1
"CPSF3",554.518200673305,-0.160977690961701,0.0652779306857778,0,1,1
"CPSF4",381.884834441954,-0.272893448021925,0.115451436743879,0,1,1
"CPSF4L",0.688123189075102,0.823596100050741,0.595184041434855,0.543690820860424,0.586654250041146,1
"CPSF6",874.560916286591,0.104661510531661,0.0761075494941823,0,1,1
"CPSF7",3066.83662474085,0.177439056053234,0.12907299491518,0,1,1
"CPT1A",1255.82009928786,0.103024607893328,0.101996212189913,0,1,1
"CPT1B",1610.09583103489,0.0258732248261797,0.140533195468616,0,1,1
"CPT1C",2.86471936120803,0.730366960526222,0.428281622314549,0.53788663468971,0.590655316102375,1
"CPT2",456.402459886447,0.02524454282163,0.0661558223814652,0,1,1
"CPTP",133.058468689193,-0.79961861247565,0.188623184157108,-1.58845061286895,0.11218448033385,1
"CPVL",3471.41501526248,-0.352185313262141,0.172820984748771,0,1,1
"CPXM1",6.64933140437524,0.181804124850686,0.326585932076817,0,1,1
"CPXM2",4.63780972136908,0.469126766222969,0.340514722795178,0,1,1
"CR1",9882.51297477511,0.115259736277611,0.22603302588925,0,1,1
"CR1L",7.40073099367854,0.70641452573602,0.249497849479148,0.827319859337191,0.408055790471974,1
"CR2",51.8098440708815,0.229797288639249,0.255747921771331,0,1,1
"CRABP2",30.9302191649832,-0.0874493009600952,0.169641709466217,0,1,1
"CRACDL",57.0457218600435,0.110601022488726,0.166302117943613,0,1,1
"CRACR2B",70.7289321971038,-0.203094420190055,0.270653595893781,0,1,1
"CRADD",329.111696321205,0.0228724693455486,0.131149845796989,0,1,1
"CRAMP1",297.796551230772,0.244940052811825,0.112460857824847,0,1,1
"CRAT",253.867743335937,-0.179508513945514,0.130171881314361,0,1,1
"CRB1",1.22029720306908,0.634704962680431,0.595833023318171,0.226078376673828,0.821140462142487,1
"CRB3",2.31475004322389,-0.196103519664875,0.368132454198288,0,1,1
"CRBN",1552.97853032366,0.123088205144256,0.093117167717769,0,1,1
"CRCP",736.165032454379,0.188622578912602,0.0863361414632484,0,1,1
"CREB1",2119.44858456781,0.308439159194189,0.128880817252857,0,1,1
"CREB3",434.914333354838,-0.283308936349028,0.118698325397918,0,1,1
"CREB3L1",2.54463977784767,1.05389762608257,0.572999409049897,0.966663520650043,0.333712268964447,1
"CREB3L2",499.769289631138,0.628799358063712,0.11590890897113,1.11121189222644,0.266477153561059,1
"CREB3L3",3.80299487554024,-0.00821894569524875,0.398760647991416,0,1,1
"CREB3L4",86.8277975491768,-0.0416407529372805,0.109794987496553,0,1,1
"CREB5",7221.9315570157,0.487922927713327,0.201790390117467,0,1,1
"CREBBP",2860.03993730102,0.296962852879091,0.131169976366812,0,1,1
"CREBL2",720.856769234581,-0.0545886980904104,0.101867942863605,0,1,1
"CREBRF",4712.47446655113,0.712040688963394,0.186760789198106,1.13535978228531,0.256224603316269,1
"CREBZF",1185.59181898231,0.199561640642413,0.101708591770099,0,1,1
"CREG1",2750.62851643603,0.369587594348141,0.113534527282809,0,1,1
"CREG2",9.99828088060494,0.334996964396298,0.257703179623992,0,1,1
"CRELD1",231.573453972566,-0.280138400232254,0.122720447675825,0,1,1
"CRELD2",310.9283210513,-0.0951093028060999,0.167012043169146,0,1,1
"CREM",327.740474219218,0.274352376702784,0.148006529982511,0,1,1
"CRHBP",11.7993611475767,0.0977338748274622,0.188924781649004,0,1,1
"CRHR2",0.45186073924691,0.580113533385264,0.729257989460877,0.109856229952982,0.91252339580554,1
"CRIM1",50.3137320307842,0.349010592468331,0.186202875331595,0,1,1
"CRIP1",2052.48645914464,-1.01748799709191,0.316244506378344,-1.63635410783326,0.101765497996942,1
"CRIP3",33.0024151830461,-0.308762594274508,0.205610378402537,0,1,1
"CRIPT",636.538380450338,0.163750273742676,0.0926361990165329,0,1,1
"CRISP3",1102.52860542849,1.06822741002731,0.375406654817529,1.51363169175437,0.130119278568899,1
"CRISPLD1",1.89533037870786,0.987990550741589,0.44048016580255,1.10786044100868,0.267922092341727,1
"CRISPLD2",4849.36118440324,0.48269359132294,0.197162071224656,0,1,1
"CRK",1796.7827776239,0.167463307151486,0.126269174362356,0,1,1
"CRKL",2286.22296527628,0.534465543843659,0.122301888637722,0.281807126836379,0.778091405902133,1
"CRLF2",1.73194496481366,-0.593654748599854,0.385680818580724,-0.242829676996891,0.808137344604708,1
"CRLF3",2829.92181174366,0.328452121819662,0.149573846731088,0,1,1
"CRLS1",541.197113780165,-0.157266670316685,0.102134198751131,0,1,1
"CRMP1",2.00542448120262,-0.0040192171502577,0.341574604752477,0,1,1
"CRNDE",2.52134471816298,0.866199647134162,0.417181269916402,0.877795034296588,0.380054959747892,1
"CRNKL1",1215.58412731659,-0.0701900610491731,0.083291062216171,0,1,1
"CROT",97.9362195768844,-0.0243947427517762,0.114024409814793,0,1,1
"CRP",0.143456646330957,0.272038165770032,1.56054472336009,0,1,1
"CRPPA",11.0696099875141,0.259135521169643,0.164100465554772,0,1,1
"CRTAC1",0.414461875915489,0.222655235360404,0.825642276805425,0,1,1
"CRTAM",124.122816628205,-0.105801416366766,0.189677506126315,0,1,1
"CRTAP",2532.84359328081,-0.480911243279557,0.115632974571098,0,1,1
"CRTC1",136.285280581078,-0.702827892427333,0.148045087180953,-1.37004135895046,0.170673991424904,1
"CRTC2",2537.60108950231,-0.399859613038112,0.107166131537365,0,1,1
"CRTC3",655.13657193309,0.0211607490071546,0.0994589175465395,0,1,1
"CRX",28.4738017918993,-0.207634169218761,0.145130173394322,0,1,1
"CRY1",197.798099897926,0.503314489981433,0.133556974187082,0.024817049065447,0.980200892058833,1
"CRY2",447.431874155836,-0.0991051696470302,0.0849630833355926,0,1,1
"CRYAA",0.256808474482738,0.258026810222543,0.845633807151812,0,1,1
"CRYBA1",0.544450227294671,0.377965618077144,0.575383322579265,0,1,1
"CRYBA4",1.51713852956819,0.815220260540142,0.443154029369036,0.711310830207172,0.476891641786527,1
"CRYBB1",4.81986714715712,0.445794585848262,0.306242656198299,0,1,1
"CRYBB2",38.7991906619782,0.942711083072199,0.311623300336345,1.42066104362018,0.155415322883822,1
"CRYBG1",2462.07812666595,0.230897690338049,0.128045320514179,0,1,1
"CRYBG2",34.5753728864486,-0.148162340505292,0.199848758760439,0,1,1
"CRYBG3",100.417133109106,0.751474288645108,0.293661477632088,0.856340745380863,0.391809329900011,1
"CRYGD",0.211275374014692,-0.426041632168176,1.10973395494484,0,1,1
"CRYGN",0.996748681178015,-0.583280753140924,0.553219624940035,-0.150538320382164,0.88033991989858,1
"CRYGS",28.0955092457033,-0.364465459517962,0.168690558431169,0,1,1
"CRYL1",319.502191528789,-0.557451438159477,0.107813265237958,-0.532879122366563,0.594117258223275,1
"CRYZ",187.540623640533,0.464869141017242,0.161875641612421,0,1,1
"CRYZL1",259.783633315132,-0.037302727939575,0.0691720429409758,0,1,1
"CRYZL2P-SEC16B",15.5099586507848,0.489376457621969,0.200343767699852,0,1,1
"CS",1745.12430080804,0.180683847784773,0.0593408250214062,0,1,1
"CSAD",1087.73428762908,0.199043149794866,0.128746879726371,0,1,1
"CSAG3",0.162884485185727,0.783703314858886,1.70280531148933,0.166609366875153,0.867677423020875,1
"CSDE1",8974.60579031635,0.087839264603521,0.0760416150165915,0,1,1
"CSE1L",721.454256889648,0.235351543740978,0.0752777268058024,0,1,1
"CSF1",404.663839286762,0.754007647392186,0.172480702674424,1.47267284660623,0.140839271708278,1
"CSF2",0.286602492711289,-0.732591968799495,0.778055419603128,-0.298940104958251,0.764985746126242,1
"CSF2RA",3964.20745377328,-0.109829489504433,0.162758167887932,0,1,1
"CSF2RB",17369.6814335405,-0.0732221278360123,0.153234565177061,0,1,1
"CSF3",0.205082409061155,0.0833809446821087,1.15867143571948,0,1,1
"CSF3R",84372.8629968181,-0.547504232532372,0.168977364336187,-0.281127787257118,0.778612389096237,1
"CSGALNACT1",1997.49888262384,0.648490245250453,0.243959581897728,0.608667403409073,0.542744917296288,1
"CSGALNACT2",5958.80070182662,0.927289554188168,0.266478991939716,1.60346431468351,0.10883218158952,1
"CSKMT",25.299550937049,-0.228260841757352,0.134166140014703,0,1,1
"CSMD1",1.95694798451776,0.149675264061194,0.602091453850843,0,1,1
"CSMD2",0.125193368704407,0.189916894266906,1.39276007934388,0,1,1
"CSN1S1",1.54292892583622,1.02089026638748,0.704441781752804,0.739436927053629,0.459641726097753,1
"CSNK1A1",4265.44266936653,0.216996633093957,0.0898522691523602,0,1,1
"CSNK1A1L",37.6568195998817,-0.0266752697084713,0.281408049835631,0,1,1
"CSNK1D",4458.46385426552,-0.230714365873482,0.111107237125652,0,1,1
"CSNK1E",249.264927849535,-0.221448373501894,0.146978182877865,0,1,1
"CSNK1G1",574.765404921437,0.510776683815228,0.106100565993642,0.101570464910372,0.919097623762265,1
"CSNK1G2",1042.80645969307,-0.619277460974134,0.118141775884293,-1.00961290010532,0.312680786706815,1
"CSNK1G3",534.4497216233,0.280602887581934,0.113736948475602,0,1,1
"CSNK2A1",1097.41731382316,0.122309476591877,0.0621577608179766,0,1,1
"CSNK2A2",226.169581036417,0.0863178223606329,0.0580767540239724,0,1,1
"CSNK2B",2019.19912955671,-0.483726326545306,0.100985065722426,0,1,1
"CSPG4",0.649982524876323,-0.678416663784078,0.501064874320729,-0.356074977368848,0.721784415914282,1
"CSPG5",1.03223512497603,0.361179364270253,0.450775595012521,0,1,1
"CSPP1",110.417900309681,0.399894091505494,0.10899954825268,0,1,1
"CSRNP1",2999.65143056691,0.00442994960597046,0.203467639908438,0,1,1
"CSRNP2",378.45981406956,0.30772919329153,0.103398496419794,0,1,1
"CSRNP3",0.253581965138741,-0.164867320246747,0.80426882545165,0,1,1
"CSRP1",1308.83186333283,-0.475082050433424,0.112779267111205,0,1,1
"CSRP2",0.556728315092426,0.382187773616354,0.619018008375177,0,1,1
"CST7",11687.376221415,-0.855934818220966,0.270497375394875,-1.31585313055762,0.188223342533598,1
"CSTA",3636.09955022117,-0.131526124911773,0.137492872158056,0,1,1
"CSTB",2179.78180971873,-0.184618715250919,0.116466672927256,0,1,1
"CSTF1",556.14411046693,-0.0483269152914391,0.0472638044165491,0,1,1
"CSTF2",162.538821725439,0.167352956928951,0.0919054153444775,0,1,1
"CSTF2T",756.223049069307,-0.0423871134816124,0.0859831542384318,0,1,1
"CSTF3",301.151683738876,0.0451494402096153,0.074085362338947,0,1,1
"CT45A10",0.562695758835518,0.0553322071963241,0.798081794662512,0,1,1
"CT45A3",0.265352655506346,0.147144205521498,0.919744334130006,0,1,1
"CT45A8",0.321033778516975,0.578204819482706,0.866813407934584,0.0902210542278646,0.928111553700216,1
"CTAG1B",0.198722532033155,-0.225133165177057,1.14928069830849,0,1,1
"CTAGE1",0.206598237867349,0.309160108568196,0.796203665256878,0,1,1
"CTAGE15",4.41326680589767,1.07534716062985,0.411140387709968,1.39939343793127,0.161695033603141,1
"CTAGE4",24.5279178950916,0.630274495509926,0.320374772441381,0.406631566265917,0.684278609371383,1
"CTAGE6",1.18360896039283,-0.240946927811492,0.977248837924249,0,1,1
"CTAGE9",1.32054637613783,-0.289143387212495,0.973519175938477,0,1,1
"CTBP1",1164.63696632837,-0.289817190049463,0.0892812227937216,0,1,1
"CTBP2",2349.58426311259,-0.00358680648839311,0.104462356459442,0,1,1
"CTBS",3413.57322894122,0.239942957409431,0.182141216491826,0,1,1
"CTC1",1308.42515121906,0.108256800092626,0.0812508661797438,0,1,1
"CTCF",953.038255441692,0.229717650863462,0.0810914344363313,0,1,1
"CTCFL",2.70886789134762,0.329834508681629,0.287343559140023,0,1,1
"CTDNEP1",3099.31430238717,-0.41277509745309,0.10586626075347,0,1,1
"CTDP1",653.26799987337,-0.538523548689513,0.133560747003157,-0.288434660286846,0.773014039459397,1
"CTDSP1",7323.5153229641,-0.621956478624138,0.135583465945825,-0.899493738217821,0.368389729655102,1
"CTDSP2",8385.02383548587,0.233207070798205,0.116809704439743,0,1,1
"CTDSPL",526.52629420211,0.478668748242069,0.165184904368078,0,1,1
"CTDSPL2",626.228973624608,0.3206499640594,0.103751908386229,0,1,1
"CTF1",11.8419716553025,-0.359737373081448,0.22812716468345,0,1,1
"CTH",9.7285009391394,0.561185496686201,0.253319257271155,0.241535117958709,0.809140401819392,1
"CTHRC1",0.992372973985589,1.24295343212214,0.512762687910119,1.44892257108296,0.147359207026463,1
"CTIF",156.062236709176,-0.100069724402183,0.100729153631091,0,1,1
"CTLA4",116.24466348753,0.503753722989967,0.1987878211757,0.0188830631965584,0.98493439074436,1
"CTNNA1",2418.42698975025,0.0509848396814447,0.108709740880392,0,1,1
"CTNNA2",0.745036443317998,-0.43913491243956,0.969478563587877,0,1,1
"CTNNA3",0.518692671190612,-0.240745856556943,0.845086075100261,0,1,1
"CTNNB1",4595.77603920791,0.0879649709050346,0.0911723571752302,0,1,1
"CTNNBIP1",421.632651027319,-0.386762771296727,0.104869645888863,0,1,1
"CTNNBL1",881.221199400372,-0.331700375790854,0.103075208811845,0,1,1
"CTNND1",315.709555630417,0.202204300953457,0.169503471014948,0,1,1
"CTNND2",0.448952298301417,0.164235121438576,0.709955821774641,0,1,1
"CTNS",331.834807920548,-0.131981484065245,0.0888246092164338,0,1,1
"CTPS1",223.623138594649,0.398242968000703,0.0961688435132577,0,1,1
"CTPS2",80.4657375111032,0.195176526484348,0.0938140263551439,0,1,1
"CTR9",1241.77496929828,0.15559518356102,0.10084586694563,0,1,1
"CTRC",35.5869766498596,-0.307445890399372,0.185574152166154,0,1,1
"CTRL",238.141460508316,0.228568507107934,0.165508688221185,0,1,1
"CTSA",6238.54751783713,-0.00552446975388198,0.125248778033491,0,1,1
"CTSB",14776.3866900753,-0.285241404178986,0.120284122657164,0,1,1
"CTSC",4905.30293939958,-0.486613049238023,0.138941732360991,0,1,1
"CTSD",11201.7324108383,-0.548042147924705,0.201501175004835,-0.238421180043005,0.811554441708616,1
"CTSE",4.01372768122147,-0.138168354160889,0.50132037521415,0,1,1
"CTSF",108.981814475607,-0.819452615905554,0.21831473482853,-1.46326639911164,0.143394498174613,1
"CTSH",3180.25939948187,-0.49983129556736,0.12714542613986,0,1,1
"CTSK",203.236237079324,0.220342621513385,0.126464342885992,0,1,1
"CTSL",642.64939587528,-0.323083852965916,0.232321232578447,0,1,1
"CTSO",375.605481565479,0.0604259206369059,0.144713808040329,0,1,1
"CTSS",56503.5008654874,0.00204581258809525,0.108595457312257,0,1,1
"CTSV",6.99661621828035,0.630177064255663,0.206393212348434,0.630723572613899,0.528221283231618,1
"CTSW",2082.99586871133,-0.424482518083852,0.250465561251005,0,1,1
"CTSZ",11158.0669775574,-0.424986725154694,0.0904461634387243,0,1,1
"CTTN",484.407117052274,0.269326050250979,0.178384458544055,0,1,1
"CTTNBP2",2.00500693348006,-0.64552921265716,0.482339058408249,-0.301715588070798,0.762868884187943,1
"CTTNBP2NL",46.3959349392933,0.253858769848499,0.170067670905213,0,1,1
"CTU1",58.4850558821469,-0.481627011322166,0.174364065473125,0,1,1
"CTU2",54.2793299833553,-0.561920498537073,0.184274840790588,-0.33602253173259,0.736853875511398,1
"CTXN2",0.449200317541874,-0.195577559545209,0.835896052041832,0,1,1
"CTXND1",1.84582270103431,0.41916177139166,0.327575886531262,0,1,1
"CUBN",59.8472133062399,0.616873075755273,0.210435299666629,0.555387218496245,0.578629833176774,1
"CUEDC2",789.441141631234,-0.591878184371732,0.130798564869055,-0.7024403093697,0.48240461447183,1
"CUL1",878.935114890981,0.473292896986135,0.12216616392298,0,1,1
"CUL2",559.868322332364,0.221204019303435,0.0690981854891081,0,1,1
"CUL3",2611.57508930292,-0.000227971886567467,0.108260713242083,0,1,1
"CUL4A",957.605313350039,0.181896860165005,0.0604724964627364,0,1,1
"CUL4B",2389.12662130086,0.0953697967319323,0.11940450276756,0,1,1
"CUL5",433.982234652975,0.300465664435909,0.0960055561669724,0,1,1
"CUL7",257.633869227946,-0.0939356002388342,0.100947444709057,0,1,1
"CUL9",575.314376532437,-0.192183229502656,0.0873626502218307,0,1,1
"CUTA",768.969200417668,-0.606110362964121,0.198857676652508,-0.533599530832003,0.593618632925995,1
"CUTC",928.336781916234,-0.130758583669088,0.127036645122433,0,1,1
"CUX1",1629.27615761603,-0.174847771982966,0.101107207485988,0,1,1
"CUX2",2.81188221147406,-0.859349986640847,0.336556289970465,-1.06772625367478,0.285644012230641,1
"CUZD1",20.3636832488409,-0.187909478354396,0.185152172542264,0,1,1
"CWC15",1198.93758383795,-0.151292207078024,0.0634274425820467,0,1,1
"CWC22",790.402772132914,0.166969539469241,0.101588116117465,0,1,1
"CWC25",1703.63879150068,0.152503026525229,0.107814596966939,0,1,1
"CWC27",290.020742827726,0.119239204658556,0.0720996636485322,0,1,1
"CWF19L1",1344.29424906811,-0.359367854130668,0.0946404095053612,0,1,1
"CWF19L2",319.362582940314,-0.125610253371038,0.098102814997972,0,1,1
"CX3CL1",0.408850161879801,-0.0122524134699531,0.633764763207638,0,1,1
"CX3CR1",2822.20842743631,0.0222592907003786,0.24802485050492,0,1,1
"CXADR",7.32751348585342,0.108029891651904,0.175646915097136,0,1,1
"CXCL1",871.302519595061,-0.0511476295108553,0.245296413879219,0,1,1
"CXCL12",0.973118091909119,0.8983862014522,0.567228903618228,0.702337625799713,0.482468633838367,1
"CXCL14",0.512104119910847,0.83852828493069,0.569137353665267,0.594809465150292,0.551970839928152,1
"CXCL16",2677.516890616,-0.229237571817278,0.196823768450317,0,1,1
"CXCL17",0.722413672388708,-0.0378681248998818,0.756092844181705,0,1,1
"CXCL2",14.7826675614254,-0.0372101309011572,0.253715997389018,0,1,1
"CXCL3",12.7052030299417,0.838879145351042,0.267355070554901,1.26752466167068,0.204967751164892,1
"CXCL5",205.697250009876,0.655009762288659,0.247710863963505,0.625768929987247,0.53146651377538,1
"CXCL6",33.7999812626334,-0.220730712514275,0.221396082075411,0,1,1
"CXCL8",5737.82969266554,0.311165722992154,0.367326937163997,0,1,1
"CXCL9",11.5736946193185,0.489925917557829,0.303122792499414,0,1,1
"CXCR1",42702.8128221715,-0.201425643085131,0.179547177057383,0,1,1
"CXCR2",38696.613632145,0.211648597162686,0.187793744723157,0,1,1
"CXCR3",73.7180545065276,-0.400161034236476,0.2807704692365,0,1,1
"CXCR4",17121.621041005,0.343949425888204,0.137805650877829,0,1,1
"CXCR6",141.17896171893,-0.208011639184322,0.242945938182527,0,1,1
"CXXC1",703.131893844901,-0.371530625538078,0.109532245770045,0,1,1
"CXXC4",4.31163326096633,0.264953198483623,0.290543535230387,0,1,1
"CXXC5",306.422704960212,-0.310161165183392,0.177139067462067,0,1,1
"CXorf21",943.957065976621,0.304315996285313,0.139274366750322,0,1,1
"CXorf38",1673.17598509994,0.0579355592359655,0.0713964459373169,0,1,1
"CXorf56",395.35667987725,-0.110646676418691,0.0623037336850024,0,1,1
"CXorf58",0.43396428138007,0.138094317380104,0.550816977774799,0,1,1
"CXorf65",106.533603051161,0.0392026355131903,0.170984400946594,0,1,1
"CYB561",316.558849286022,-0.149222468807854,0.205849970147969,0,1,1
"CYB561A3",1036.4802504297,-0.478286220389882,0.102214685996831,0,1,1
"CYB561D1",1021.52721122155,0.123550900307444,0.0693096229097814,0,1,1
"CYB561D2",542.746298901632,-0.195893480359399,0.118944709643462,0,1,1
"CYB5A",130.472632011767,-0.0144592571307265,0.104828903903864,0,1,1
"CYB5B",805.857003207019,0.103719460920762,0.071319952209542,0,1,1
"CYB5D1",214.062321154448,0.561402431257403,0.168312126991765,0.364812876854721,0.715251092270673,1
"CYB5D2",209.859602731719,-0.294766710190577,0.121686984578069,0,1,1
"CYB5R1",1333.2502101892,-0.441256536485126,0.126304687388981,0,1,1
"CYB5R2",29.0274280428128,-0.234010943515575,0.314378874365655,0,1,1
"CYB5R3",1216.35211900247,-0.59492210204096,0.122539144419312,-0.774626773271322,0.438560232175119,1
"CYB5R4",4714.21653984895,0.105650239752729,0.166349741911782,0,1,1
"CYB5RL",62.1849094156208,0.264164959492059,0.108131107657175,0,1,1
"CYBB",13151.608791027,0.206618402076461,0.1584963270103,0,1,1
"CYBRD1",1206.79689501101,-0.0320173247961611,0.217922703773231,0,1,1
"CYC1",937.340934690645,-0.546117303213573,0.148063760750539,-0.311469214207471,0.75544394322766,1
"CYCS",1205.4691587,0.436998313147967,0.0798373122081458,0,1,1
"CYFIP1",708.674339509638,-0.230750979823171,0.136298785347311,0,1,1
"CYFIP2",4082.67770057019,-0.207200331644568,0.0853774971329665,0,1,1
"CYGB",5.25961024977644,-0.161035858230782,0.385669759434167,0,1,1
"CYHR1",456.679165584134,-0.706266443748441,0.14419483107271,-1.43047044206759,0.152582043329879,1
"CYLC2",0.151510975861721,0.165503990419745,0.996690613362235,0,1,1
"CYLD",4350.72235231491,0.483576467582455,0.109497486945743,0,1,1
"CYP11B1",0.247706168437665,-1.16373194847092,0.954852928187725,-0.695114324810896,0.486983658231509,1
"CYP17A1",1.45973538642457,0.308311273907626,0.392266791989823,0,1,1
"CYP19A1",60.7606578759243,-0.668001782377845,0.428638987512345,-0.391942374054359,0.695100792788538,1
"CYP1A2",6.99583451571683,-0.187117174759705,0.184459943767659,0,1,1
"CYP1B1",3536.26494961989,0.391136384344273,0.271497317245294,0,1,1
"CYP20A1",375.930047090592,0.0932558401734253,0.0607119514191071,0,1,1
"CYP21A2",14.6711656933944,-0.351366815592512,0.218246027763236,0,1,1
"CYP24A1",1.07394144757993,0.107331791017277,0.584286556058686,0,1,1
"CYP26B1",21.9713313161837,-0.58089229552756,1.20739386398433,-0.0669974379864912,0.946583742810011,1
"CYP26C1",0.303602933150233,-0.971873448954607,0.719163095465104,-0.656142468836548,0.511732461367117,1
"CYP27A1",1705.00178851748,0.407220021164074,0.225321137906173,0,1,1
"CYP27B1",3.02631426145453,0.569626076337777,0.297787837511211,0.233811014310334,0.815131698375655,1
"CYP27C1",2.77192410548419,0.122526804366819,0.260220172614111,0,1,1
"CYP2A6",0.339914618503085,0.185626223322254,0.67291607385021,0,1,1
"CYP2A7",0.300888141988835,0.539631089220041,0.733976020860276,0.0539950735360406,0.956939089266418,1
"CYP2B6",2.56197306376951,0.36156020131609,0.342396706801278,0,1,1
"CYP2C18",0.327843255935548,-0.514226651128284,0.89718494366817,-0.0158569882705763,0.987348484071754,1
"CYP2C19",2.6514278885426,0.486898011945549,0.312837933045856,0,1,1
"CYP2C9",10.4656164771418,-0.106021725602409,0.181146984286655,0,1,1
"CYP2D6",30.0572525270828,-0.315585116424945,0.217666682469365,0,1,1
"CYP2D7",56.5171543404152,-0.38497099900034,0.176251046486824,0,1,1
"CYP2E1",6.55209912182884,-0.54114908382696,0.286699062599004,-0.143527095812357,0.885873913413873,1
"CYP2F1",1.53098309107595,-0.898947806994301,0.370314270614825,-1.0773222601763,0.281336320903259,1
"CYP2J2",4.13420863797635,0.614030377473313,0.322578147268149,0.353496907459521,0.723715946802105,1
"CYP2R1",190.138090048179,-0.092729055422117,0.0769793119378313,0,1,1
"CYP2U1",63.0684617301606,-0.0365973067139611,0.166822568006745,0,1,1
"CYP2W1",0.793184480889992,0.760533373794186,0.544692547440842,0.478312719750369,0.632427644462879,1
"CYP3A4",0.330909135020192,-0.138071443367867,0.823446823979085,0,1,1
"CYP3A43",0.815014383884357,-0.0331501168635046,0.431603000752205,0,1,1
